
2023_04_15_14-59-04 - Evaluation of a Population with size 30, on Track "Autumn Falls Map", using the following GA operators: 
Selection: DefaultSelectionOperator
Recombination: DefaultRecombinationOperator
Mutation: MutateAllButBestTwo
FitnessCalculation: DefaultFitnessCalculation
1	0.0981648
2	0.09870385
3	0.1066922
4	0.09831709
5	0.09835843
6	0.09824806
7	0.09822538
8	0.09821711
9	0.1388703
10	0.1382543
11	0.1389746
12	0.1020096
13	0.1381745
14	0.1385372
15	0.1389776
16	0.1399707
17	0.1403037
18	0.1393018
19	0.1392236
20	0.1401075
21	0.3689677
22	0.3692736
